VIN,Make,Manufacturer Name,Model,Model Year,Plant City,Vehicle Type,Plant Country,Plant State,Body Class,Gross Vehicle Weight Rating From,Cab Type,Trailer Type Connection,Trailer Body Type,Drive Type,Brake System Type,Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Engine Brake (hp) From,Engine Brake (hp) To,Other Engine Info,Engine Manufacturer,Seat Belt Type,Front Air Bag Locations,NCSA Body Type,NCSA Make,NCSA Model,Bus Floor Configuration Type,Bus Type,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Braking Assist,Blind Spot Monitoring,Adaptive Cruise Control,Lane Keep Assist,Lane Departure Warning,Automatic Breaking
5NPDH4AE3DH419495,HYUNDAI,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Elantra,2013,,PASSENGER CAR,UNITED STATES (USA),ALABAMA,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,4,1800,109.8427394,1.8,,Gasoline,Dual Overhead Cam (DOHC),,,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Hyundai,Elantra,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GTP8DED6KZ294724,GMC,GENERAL MOTORS LLC,Sierra,2019,FORT WAYNE,TRUCK ,UNITED STATES (USA),INDIANA,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,4x2,Hydraulic,8,5300,323.4258437,5.3,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),Light Pickup,GMC,"C, K, R, V-series pickup/     Sierra",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
JHMGE8H25AC006377,HONDA,"HONDA MOTOR CO., LTD",Fit,2010,SAYAMA,PASSENGER CAR,JAPAN,SAITAMA,Hatchback/Liftback/Notchback,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",Not Applicable,Not Applicable,Not Applicable,,,4,1491.222824,91,1.491222824,87.2469,Gasoline,Single Overhead Cam (SOHC),In-Line,117,,,,Manual,1st Row (Driver and Passenger),5-door/4-door hatchback,Honda,Fit,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
JN8AT2MT0LW000534,NISSAN,"NISSAN MOTOR COMPANY, LTD",Rogue,2020,"KYUSHU PLANT, MIYAKO-GUN",MULTIPURPOSE PASSENGER VEHICLE (MPV),JAPAN,FUKUOKA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,4x2,,,2500,152.5593602,2.5,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Nissan/Datsun,"Rogue (For 2019 on.  For model years 2008-2018, see 35-051.)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3CZRU5H71KM701750,HONDA,HONDA DE MEXICO,HR-V,2019,CELAYA,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,GUANAJUATO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,4x2,,4,1800,109.8427394,1.8,105.1437,Gasoline,Single Overhead Cam (SOHC),In-Line,141,,,HONDA,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Honda,HR-V,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GCWGAFG5L1124246,CHEVROLET,GENERAL MOTORS LLC,Express,2020,WENTZVILLE,TRUCK ,UNITED STATES (USA),MISSOURI,Cargo Van,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,Not Applicable,Not Applicable,,Hydraulic,8,6000,366.1424646,6,,Gasoline,,,,,,GM,Manual,1st Row (Driver and Passenger),"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",Chevrolet,G-series van,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FTNW21P14EB19387,FORD,"FORD MOTOR COMPANY, USA",F-250,2004,JEFFERSON COUNTY,TRUCK ,UNITED STATES (USA),KENTUCKY,Pickup,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,8,6000,366.1424646,6,242.3525,Diesel,,V-Shaped,325,,,Navistar,Manual,1st Row (Driver and Passenger),Light Pickup,Ford,F-Series pickup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3BPZ170X4HF174722,PETERBILT,PETERBILT MOTORS COMPANY,320,2017,MEXICALI,INCOMPLETE VEHICLE,MEXICO,BAJA CALIFORNIA,,"Class 8: 33,001 lb and above (14,969 kg and above)",,Not Applicable,Not Applicable,,Air,,,,,,,,,,,,Cummins,,,,Peterbilt,Medium/Heavy – COE low entry,,,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1HGCM66527A043994,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2007,MARYSVILLE,PASSENGER CAR,UNITED STATES (USA),OHIO,Sedan/Saloon,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,,,6,2998.832712,183,2.998832712,181.9508,Gasoline,Single Overhead Cam (SOHC),V-Shaped,244,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
JN8AF5MR6BT018100,NISSAN,"NISSAN MOTOR COMPANY, LTD",Juke,2011,,MULTIPURPOSE PASSENGER VEHICLE (MPV),JAPAN,,Crossover Utility Vehicle (CUV),"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,Not Applicable,Not Applicable,4x2,,,1600,97.63799055,1.6,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Nissan/Datsun,Juke,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FTRW07683KD24774,FORD,"FORD MOTOR COMPANY, USA",F-150,2003,KANSAS CITY,TRUCK ,UNITED STATES (USA),MISSOURI,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,4x2,Hydraulic,8,4600,280.7092228,4.6,172.2567,Gasoline,Single Overhead Cam (SOHC),V-Shaped,231,,,Ford,Manual,1st Row (Driver and Passenger),Light Pickup,Ford,F-Series pickup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1J8GL48K07W590798,JEEP,FCA US LLC,Liberty,2007,TOLEDO,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),OHIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,6,3700,225.7878532,3.7,,Gasoline,,V-Shaped,,,,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Jeep / Kaiser-Jeep / Willys- Jeep,Liberty,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FTFW1EF6BFC76498,FORD,"FORD MOTOR COMPANY, USA",F-150,2011,DEARBORN,TRUCK ,UNITED STATES (USA),MICHIGAN,Pickup,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,8,5000,305.1187205,5,268.452,Gasoline,,V-Shaped,360,,4V,Ford,Manual,1st Row (Driver and Passenger),Light Pickup,Ford,F-Series pickup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1D7HA18K33J535050,DODGE,FCA US LLC,Ram,2003,FENTON,TRUCK ,UNITED STATES (USA),MISSOURI,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,6,3700,225.7878532,3.7,,Gasoline,,V-Shaped,,,Sales Code: EKG;SMPI,,,,Light Pickup,Dodge,Ram Pickup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3KPF24AD1KE137679,KIA,"HYUNDAI DE MEXICO, S.A. DE C.V.",Forte,2019,TIJUANA,PASSENGER CAR,MEXICO,,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,4,2000,122.0474882,2,109.6179,Gasoline,Dual Overhead Cam (DOHC),,147,,,KMC,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",KIA,Forte,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GNSCGKC3JR148082,CHEVROLET,GENERAL MOTORS LLC,Suburban,2018,ARLINGTON,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),TEXAS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,8,5300,323.4258437,5.3,,Gasoline,,,,,,GM,Manual,1st Row (Driver and Passenger),Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),Chevrolet,Suburban (from 2004 on; see 431 for 1950-2003),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
JN8AE2KP6B9008330,NISSAN,"NISSAN MOTOR COMPANY, LTD",Quest,2011,,MULTIPURPOSE PASSENGER VEHICLE (MPV),JAPAN,,Minivan,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4x2,,,3500,213.5831043,3.5,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Nissan/Datsun,Quest,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1D7HA18N64S675535,DODGE,FCA US LLC,Ram,2004,WARREN,TRUCK ,UNITED STATES (USA),MICHIGAN,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,8,4700,286.8115972,4.7,,Gasoline,,V-Shaped,,,"Magnum,Sales Code:EVA",,,,Light Pickup,Dodge,Ram Pickup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1VWAP7A35DC058284,VOLKSWAGEN,"VOLKSWAGEN GROUP OF AMERICA, INC.",Passat,2013,CHATTANOOGA,PASSENGER CAR,UNITED STATES (USA),TENNESSEE,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,5,2480,151.3388854,2.48,126.769,Gasoline,,,170,,50-St. BIN 3/PZEV emission. Emissions Certification Test Group: CVWXV02.5259,Volkswagen,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Volkswagen,Passat (CC - 2008 thru 2011; see 052 for 2012 on),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GNDT13WXWK222872,CHEVROLET,GENERAL MOTORS LLC,Blazer,1998,LINDEN,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),NEW JERSEY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,6,4300,262.4020996,4.3,,,,V-Shaped,,,"CPI, 90 Degrees",WRN,,,Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Chevrolet,"S-10 Blazer/TrailBlazer (2002 only; for 2003 on, see 403)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1HGCV1F10JA220465,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2018,MARYSVILLE,PASSENGER CAR,UNITED STATES (USA),OHIO,Sedan/Saloon,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,4x2,,4,1500,91.53561614,1.5,143.1744,Gasoline,Dual Overhead Cam (DOHC),In-Line,192,,Direct Fuel Injection,HONDA,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3MYDLBYV6JY318301,TOYOTA,MAZDA MOTOR MANUFACTURING DE MEXICO S.A. DE C.V.,Yaris iA,2018,GUANAJUATO,PASSENGER CAR,MEXICO,SALAMANCA,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,,4,1500,91.53561614,1.5,79.0442,Gasoline,Dual Overhead Cam (DOHC),In-Line,106,,Direct Fuel Injection  ,Mazda,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Toyota,Yaris,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1G1PA5SH7E7182847,CHEVROLET,GENERAL MOTORS LLC,Cruze,2014,LORDSTOWN,PASSENGER CAR,UNITED STATES (USA),OHIO,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,4,1800,109.8427394,1.8,103,Gasoline,Dual Overhead Cam (DOHC),,138.125251,,"Book Code: J, P.  E85 Max.",,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Chevrolet,Cruze,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FADP3H28JL321892,FORD,"FORD MOTOR COMPANY, USA",Focus,2018,WAYNE,PASSENGER CAR,UNITED STATES (USA),MICHIGAN,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,,4,2000,122.0474882,2,119.312,Gasoline,,In-Line,160,,,Ford,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Ford,Focus,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1XKYDP9X7FJ430373,KENWORTH,KENWORTH TRUCK COMPANY,T680,2015,CHILLICOTHE,TRUCK ,UNITED STATES (USA),OHIO,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",,Not Applicable,Not Applicable,6x4,Air,6,12900,787.2062988,12.9,302.0085,Diesel,,In-Line,405,510,,PACCAR,,,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Kenworth,Medium/Heavy - CBE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GNSCBKC8FR672029,CHEVROLET,GENERAL MOTORS LLC,Tahoe,2015,ARLINGTON,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),TEXAS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,Not Applicable,Not Applicable,,Hydraulic,8,5300,323.4258437,5.3,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),Chevrolet,Fullsize Blazer/Tahoe,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GNDS13S052165614,CHEVROLET,GENERAL MOTORS LLC,Trailblazer,2005,MORAINE,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),OHIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,6,4200,256.2997252,4.2,,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,,GM,,,Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Chevrolet,"TrailBlazer (2003 on; for 2002 model, see 401)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
